data_source_agency_code,sample_year,species_name,data_type_name,statistical_area_code,pfmc_area_code,mfbds_v_sample.punch_card_area_code,mfbds_v_fish.punch_card_area_code,stock_region,CountOffish_length,CountOffish_weight,CountOfsex_code,CountOfbest_age,CountOfage_structure,age_structure_name
WDFW,2003,Pacific Whiting (Hake),Commercial,,3A,,,"Coastal, WA and Non-WA",100,100,100,0,100,Otolith
WDFW,2003,Petrale Sole,Commercial,12,3B,,,"Coastal, WA ",637,0,637,595,637,Otolith
WDFW,2003,Petrale Sole,Commercial,13,3C,,,"Coastal, WA ",413,0,413,408,413,Otolith
WDFW,2003,Petrale Sole,Commercial,14,3B,,,"Coastal, WA ",50,0,50,50,50,Otolith
WDFW,2003,Petrale Sole,Commercial,16,3A,,,"Coastal, WA ",50,0,50,49,50,Otolith
WDFW,2003,Quillback Rockfish,Commercial,12,3B,,,"Coastal, WA ",3,0,3,0,0,No age structure taken
WDFW,2003,Quillback Rockfish,Commercial,13,3C,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2003,Redbanded Rockfish,Commercial,12,3B,,,"Coastal, WA ",207,0,190,0,0,No age structure taken
WDFW,2003,Redbanded Rockfish,Commercial,12,3B,,,"Coastal, WA ",21,0,21,0,21,Otolith
WDFW,2003,Redbanded Rockfish,Commercial,13,3C,,,"Coastal, WA ",224,0,222,0,0,No age structure taken
WDFW,2003,Redbanded Rockfish,Commercial,14,3B,,,"Coastal, WA ",72,0,72,0,0,No age structure taken
WDFW,2003,Redbanded Rockfish,Commercial,15,3B,,,"Coastal, WA ",5,0,5,0,0,No age structure taken
WDFW,2003,Redbanded Rockfish,Commercial,16,3A,,,"Coastal, WA ",13,0,13,0,0,No age structure taken
WDFW,2003,Redbanded Rockfish,Commercial,,3B,,,"Coastal, WA ",25,0,25,0,0,No age structure taken
WDFW,2003,Redbanded Rockfish,Commercial,,,,,"Coastal, WA ",5,0,5,0,0,No age structure taken
WDFW,2003,Redbanded Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",32,0,32,0,0,No age structure taken
WDFW,2003,Redstripe Rockfish,Commercial,12,3B,,,"Coastal, WA ",242,0,242,0,0,No age structure taken
WDFW,2003,Redstripe Rockfish,Commercial,13,3C,,,"Coastal, WA ",58,0,58,0,0,No age structure taken
WDFW,2003,Rosethorn Rockfish,Commercial,12,3B,,,"Coastal, WA ",36,0,36,0,0,No age structure taken
WDFW,2003,Rosethorn Rockfish,Commercial,12,3B,,,"Coastal, WA ",69,0,69,0,69,Otolith
WDFW,2003,Rosethorn Rockfish,Commercial,13,3C,,,"Coastal, WA ",17,0,17,0,0,No age structure taken
WDFW,2003,Rosethorn Rockfish,Commercial,16,3A,,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2003,Rosethorn Rockfish,Commercial,,,,,"Coastal, WA ",2,0,0,0,0,No age structure taken
WDFW,2003,Rosethorn Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",9,0,9,0,0,No age structure taken
WDFW,2003,Rougheye Rockfish,Commercial,12,3B,,,"Coastal, WA ",358,0,352,0,0,No age structure taken
WDFW,2003,Rougheye Rockfish,Commercial,12,3B,,,"Coastal, WA ",197,0,197,0,197,Otolith
WDFW,2003,Rougheye Rockfish,Commercial,13,3C,,,"Coastal, WA ",329,0,318,0,0,No age structure taken
WDFW,2003,Rougheye Rockfish,Commercial,13,3C,,,"Coastal, WA ",284,0,284,0,284,Otolith
WDFW,2003,Rougheye Rockfish,Commercial,14,3B,,,"Coastal, WA ",55,0,55,0,0,No age structure taken
WDFW,2003,Rougheye Rockfish,Commercial,14,3B,,,"Coastal, WA ",76,0,76,0,76,Otolith
WDFW,2003,Rougheye Rockfish,Commercial,15,3B,,,"Coastal, WA ",75,0,75,0,0,No age structure taken
WDFW,2003,Rougheye Rockfish,Commercial,16,3A,,,"Coastal, WA ",134,0,134,0,0,No age structure taken
WDFW,2003,Rougheye Rockfish,Commercial,16,3A,,,"Coastal, WA ",38,0,38,0,38,Otolith
WDFW,2003,Rougheye Rockfish,Commercial,,3B,,,"Coastal, WA ",35,0,35,0,0,No age structure taken
WDFW,2003,Rougheye Rockfish,Commercial,,3B,,,"Coastal, WA ",28,0,28,0,28,Otolith
WDFW,2003,Rougheye Rockfish,Commercial,,,,,"Coastal, WA ",37,0,3,0,0,No age structure taken
WDFW,2003,Rougheye Rockfish,Commercial,,,,,"Coastal, WA ",11,0,11,0,11,Otolith
WDFW,2003,Rougheye Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",134,0,130,0,0,No age structure taken
WDFW,2003,Rougheye Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",61,0,61,0,61,Otolith
WDFW,2003,Sablefish,Commercial,,,,,"Coastal, WA ",1982,0,0,0,0,No age structure taken
WDFW,2003,Sablefish,Commercial,,,,,"Coastal, WA ",204,0,204,196,204,Otolith
WDFW,2003,Sablefish,Commercial,,,,,"Coastal, WA and Non-WA",917,0,0,0,0,No age structure taken
WDFW,2003,Sablefish,Commercial,,,,,No Area Data,20,0,0,0,0,No age structure taken
WDFW,2003,Sharpchin Rockfish,Commercial,12,3B,,,"Coastal, WA ",301,0,301,0,0,No age structure taken
WDFW,2003,Sharpchin Rockfish,Commercial,12,3B,,,"Coastal, WA ",21,0,21,0,21,Otolith
WDFW,2003,Sharpchin Rockfish,Commercial,13,3C,,,"Coastal, WA ",13,0,13,0,0,No age structure taken
WDFW,2003,Shortraker Rockfish,Commercial,12,3B,,,"Coastal, WA ",13,0,13,0,0,No age structure taken
WDFW,2003,Shortraker Rockfish,Commercial,12,3B,,,"Coastal, WA ",31,0,31,0,31,Otolith
WDFW,2003,Shortraker Rockfish,Commercial,13,3C,,,"Coastal, WA ",82,0,53,0,0,No age structure taken
WDFW,2003,Shortraker Rockfish,Commercial,13,3C,,,"Coastal, WA ",44,0,44,0,44,Otolith
WDFW,2003,Shortraker Rockfish,Commercial,14,3B,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2003,Shortraker Rockfish,Commercial,14,3B,,,"Coastal, WA ",4,0,4,0,4,Otolith
WDFW,2003,Shortraker Rockfish,Commercial,16,3A,,,"Coastal, WA ",45,0,45,0,0,No age structure taken
WDFW,2003,Shortraker Rockfish,Commercial,16,3A,,,"Coastal, WA ",15,0,9,0,15,Otolith
WDFW,2003,Shortraker Rockfish,Commercial,,3B,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2003,Shortraker Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",1,0,1,0,0,No age structure taken
WDFW,2003,Shortspine Thornyhead,Commercial,12,3B,,,"Coastal, WA ",52,0,52,0,0,No age structure taken
WDFW,2003,Shortspine Thornyhead,Commercial,13,3C,,,"Coastal, WA ",480,0,480,0,0,No age structure taken
WDFW,2003,Shortspine Thornyhead,Commercial,14,3B,,,"Coastal, WA ",188,0,188,0,0,No age structure taken
WDFW,2003,Shortspine Thornyhead,Commercial,16,3A,,,"Coastal, WA ",201,0,201,0,0,No age structure taken
WDFW,2003,Shortspine Thornyhead,Commercial,,,,,"Coastal, WA ",58,0,58,0,0,No age structure taken
WDFW,2003,Silvergrey Rockfish,Commercial,13,3C,,,"Coastal, WA ",94,0,94,0,0,No age structure taken
WDFW,2003,Silvergrey Rockfish,Commercial,,3B,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2003,Spiny Dogfish,Commercial,12,3B,,,"Coastal, WA ",25,0,25,25,25,Second dorsal spine
WDFW,2003,Spiny Dogfish,Commercial,13,3C,,,"Coastal, WA ",3775,19,0,0,0,No age structure taken
WDFW,2003,Spiny Dogfish,Commercial,13,3C,,,"Coastal, WA ",50,0,50,49,50,Second dorsal spine
WDFW,2003,Spiny Dogfish,Commercial,,3B,,,"Coastal, WA ",50,0,50,50,50,Second dorsal spine
WDFW,2003,Splitnose Rockfish,Commercial,12,3B,,,"Coastal, WA ",76,0,76,0,0,No age structure taken
WDFW,2003,Splitnose Rockfish,Commercial,12,3B,,,"Coastal, WA ",46,0,46,0,46,Otolith
WDFW,2003,Splitnose Rockfish,Commercial,13,3C,,,"Coastal, WA ",22,0,15,0,0,No age structure taken
WDFW,2003,Splitnose Rockfish,Commercial,14,3B,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2003,Splitnose Rockfish,Commercial,16,3A,,,"Coastal, WA ",9,0,9,0,0,No age structure taken
WDFW,2003,Splitnose Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",3,0,3,0,0,No age structure taken
WDFW,2003,Walleye Pollock,Commercial,12,3B,,,"Coastal, WA ",254,0,254,253,254,Otolith
WDFW,2003,Walleye Pollock,Commercial,15,3B,,,"Coastal, WA ",50,0,50,50,50,Otolith
WDFW,2003,Widow Rockfish,Commercial,12,3B,,,"Coastal, WA ",102,0,102,102,102,Otolith
WDFW,2003,Widow Rockfish,Commercial,13,3C,,,"Coastal, WA ",152,0,152,106,152,Otolith
WDFW,2003,Widow Rockfish,Commercial,15,3B,,,"Coastal, WA ",6,0,6,0,6,Otolith
WDFW,2003,Yelloweye Rockfish,Commercial,13,3C,,,"Coastal, WA ",8,0,8,0,0,No age structure taken
WDFW,2003,Yelloweye Rockfish,Commercial,13,3C,,,"Coastal, WA ",13,11,13,13,13,Otolith
WDFW,2003,Yelloweye Rockfish,Commercial,16,3A,,,"Coastal, WA ",2,2,2,2,2,Otolith
WDFW,2003,Yelloweye Rockfish,Commercial,,,,,"Coastal, WA ",8,8,8,8,8,Otolith
WDFW,2003,Yelloweye Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",1,0,1,0,0,No age structure taken
WDFW,2003,Yellowmouth Rockfish,Commercial,13,3C,,,"Coastal, WA ",5,0,3,0,0,No age structure taken
WDFW,2003,Yellowtail Rockfish,Commercial,12,3B,,,"Coastal, WA ",650,0,650,647,650,Otolith
WDFW,2003,Yellowtail Rockfish,Commercial,13,3C,,,"Coastal, WA ",350,0,350,350,350,Otolith
WDFW,2003,Yellowtail Rockfish,Commercial,14,3B,,,"Coastal, WA ",50,0,50,50,50,Otolith
WDFW,2003,Yellowtail Rockfish,Commercial,15,3B,,,"Coastal, WA ",179,0,179,177,179,Otolith
WDFW,2003,Yellowtail Rockfish,Commercial,16,3A,,,"Coastal, WA ",300,0,300,299,300,Otolith
WDFW,2003,Yellowtail Rockfish,Commercial,17,3A,,,"Coastal, WA ",100,0,100,100,100,Otolith
WDFW,2004,Arrowtooth Flounder,Commercial,13,3C,,,"Coastal, WA ",250,0,250,247,250,Otolith
WDFW,2004,Arrowtooth Flounder,Commercial,15,3B,,,"Coastal, WA ",50,0,50,19,50,Otolith
WDFW,2004,Aurora Rockfish,Commercial,13,3C,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2004,Aurora Rockfish,Commercial,14,3B,,,"Coastal, WA ",62,0,62,0,0,No age structure taken
WDFW,2004,Aurora Rockfish,Commercial,15,3B,,,"Coastal, WA ",44,0,44,0,0,No age structure taken
WDFW,2004,Aurora Rockfish,Commercial,16,3A,,,"Coastal, WA ",11,0,11,0,0,No age structure taken
WDFW,2004,Bank Rockfish,Commercial,12,3B,,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2004,Big Skate,Commercial,12,3B,,,"Coastal, WA ",12,0,12,11,12,Vertebra
WDFW,2004,Blackgill Rockfish,Commercial,13,3C,,,"Coastal, WA ",20,0,18,0,0,No age structure taken
WDFW,2004,Blackgill Rockfish,Commercial,14,3B,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2004,Blackgill Rockfish,Commercial,16,3A,,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2004,Blackgill Rockfish,Commercial,,,,,"Coastal, WA ",8,0,8,0,0,No age structure taken
WDFW,2004,Blackgill Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",1,0,1,0,0,No age structure taken
WDFW,2004,Black Rockfish,Commercial,12,3B,,,"Coastal, WA ",14,0,14,0,0,No age structure taken
WDFW,2004,Black Rockfish,Commercial,13,3C,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2004,Bocaccio,Commercial,12,3B,,,"Coastal, WA ",10,0,10,0,10,Otolith
WDFW,2004,Bocaccio,Commercial,13,3C,,,"Coastal, WA ",53,0,53,0,0,No age structure taken
WDFW,2004,Bocaccio,Commercial,13,3C,,,"Coastal, WA ",10,0,11,0,11,Otolith
WDFW,2004,Bocaccio,Commercial,,,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2004,Canary Rockfish,Commercial,12,3B,,,"Coastal, WA ",98,0,98,98,98,Otolith
WDFW,2004,Canary Rockfish,Commercial,13,3C,,,"Coastal, WA ",16,0,16,0,0,No age structure taken
WDFW,2004,Canary Rockfish,Commercial,13,3C,,,"Coastal, WA ",329,0,329,329,329,Otolith
WDFW,2004,Canary Rockfish,Commercial,14,3B,,,"Coastal, WA ",2,0,2,2,2,Otolith
WDFW,2004,Canary Rockfish,Commercial,15,3B,,,"Coastal, WA ",31,0,31,31,31,Otolith
WDFW,2004,Canary Rockfish,Commercial,16,3A,,,"Coastal, WA ",23,0,23,23,23,Otolith
WDFW,2004,Canary Rockfish,Commercial,30,3A,,,"U.S. Coastal, Non-WA",1,0,1,1,1,Otolith
WDFW,2004,Canary Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",6,0,6,6,6,Otolith
WDFW,2004,Copper Rockfish,Commercial,12,3B,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2004,Darkblotched Rockfish,Commercial,13,3C,,,"Coastal, WA ",137,0,127,0,0,No age structure taken
WDFW,2004,Darkblotched Rockfish,Commercial,13,3C,,,"Coastal, WA ",215,0,215,215,215,Otolith
WDFW,2004,Darkblotched Rockfish,Commercial,15,3B,,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2004,Darkblotched Rockfish,Commercial,15,3B,,,"Coastal, WA ",100,0,100,100,100,Otolith
WDFW,2004,Darkblotched Rockfish,Commercial,16,3A,,,"Coastal, WA ",60,0,60,0,0,No age structure taken
WDFW,2004,Darkblotched Rockfish,Commercial,16,3A,,,"Coastal, WA ",50,0,50,50,50,Otolith
WDFW,2004,Darkblotched Rockfish,Commercial,,,,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2004,Darkblotched Rockfish,Commercial,,,,,"Coastal, WA ",50,0,50,50,50,Otolith
WDFW,2004,Dover Sole,Commercial,12,3B,,,"Coastal, WA ",150,0,150,149,150,Otolith
WDFW,2004,Dover Sole,Commercial,13,3C,,,"Coastal, WA ",400,0,400,381,400,Otolith
WDFW,2004,Dover Sole,Commercial,14,3B,,,"Coastal, WA ",200,0,200,198,200,Otolith
WDFW,2004,Dover Sole,Commercial,15,3B,,,"Coastal, WA ",150,0,150,141,150,Otolith
WDFW,2004,Dover Sole,Commercial,16,3A,,,"Coastal, WA ",50,0,50,50,50,Otolith
WDFW,2004,English Sole,Commercial,12,3B,,,"Coastal, WA ",79,0,79,26,79,Interoperculum
WDFW,2004,English Sole,Commercial,13,3C,,,"Coastal, WA ",415,0,415,378,415,Interoperculum
WDFW,2004,English Sole,Commercial,13,3C,,,"Coastal, WA ",50,0,50,0,0,No age structure taken
WDFW,2004,English Sole,Commercial,15,3B,,,"Coastal, WA ",100,0,100,100,100,Interoperculum
WDFW,2004,English Sole,Commercial,16,3A,,,"Coastal, WA ",100,0,100,99,100,Interoperculum
WDFW,2004,Greenstriped Rockfish,Commercial,12,3B,,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2004,Greenstriped Rockfish,Commercial,13,3C,,,"Coastal, WA ",250,0,250,0,0,No age structure taken
WDFW,2004,Greenstriped Rockfish,Commercial,15,3B,,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2004,Greenstriped Rockfish,Commercial,16,3A,,,"Coastal, WA ",3,0,3,0,0,No age structure taken
WDFW,2004,Greenstriped Rockfish,Commercial,,,,,"Coastal, WA ",45,0,45,0,0,No age structure taken
WDFW,2004,Lingcod,Commercial,12,3B,,,"Coastal, WA ",53,0,53,53,53,Fin
WDFW,2004,Lingcod,Commercial,13,3C,,,"Coastal, WA ",48,0,48,48,48,Fin
WDFW,2004,Lingcod,Commercial,15,3B,,,"Coastal, WA ",75,0,75,75,75,Fin
WDFW,2004,Lingcod,Commercial,16,3A,,,"Coastal, WA ",90,0,90,90,90,Fin
WDFW,2004,Longnose Skate,Commercial,12,3B,,,"Coastal, WA ",33,0,33,0,33,Vertebra
WDFW,2004,Longnose Skate,Commercial,14,3B,,,"Coastal, WA ",24,0,24,0,24,Vertebra
WDFW,2004,Longspine Thornyhead,Commercial,14,3B,,,"Coastal, WA ",52,0,52,0,0,No age structure taken
WDFW,2004,Longspine Thornyhead,Commercial,15,3B,,,"Coastal, WA ",91,0,91,0,0,No age structure taken
WDFW,2004,Pacific Cod,Commercial,12,3B,,,"Coastal, WA ",228,0,228,0,0,No age structure taken
WDFW,2004,Pacific Cod,Commercial,13,3C,,,"Coastal, WA ",380,0,380,0,0,No age structure taken
WDFW,2004,Pacific Cod,Commercial,16,3A,,,"Coastal, WA ",190,0,190,0,0,No age structure taken
WDFW,2004,Pacific Cod,Commercial,17,3A,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2004,Pacific Cod,Commercial,23,4A,,,"Puget Sound, WA",123,0,123,123,123,Otolith
WDFW,2004,Pacific Ocean Perch,Commercial,13,3C,,,"Coastal, WA ",12,0,6,0,0,No age structure taken
WDFW,2004,Pacific Ocean Perch,Commercial,13,3C,,,"Coastal, WA ",150,0,150,150,150,Otolith
WDFW,2004,Pacific Ocean Perch,Commercial,14,3B,,,"Coastal, WA ",3,0,3,0,0,No age structure taken
WDFW,2004,Pacific Ocean Perch,Commercial,14,3B,,,"Coastal, WA ",50,0,50,50,50,Otolith
WDFW,2004,Pacific Ocean Perch,Commercial,15,3B,,,"Coastal, WA ",10,0,10,0,0,No age structure taken
WDFW,2004,Pacific Ocean Perch,Commercial,15,3B,,,"Coastal, WA ",50,0,50,50,50,Otolith
WDFW,2004,Pacific Ocean Perch,Commercial,16,3A,,,"Coastal, WA ",4,0,4,0,0,No age structure taken
WDFW,2004,Pacific Ocean Perch,Commercial,16,3A,,,"Coastal, WA ",50,0,50,50,50,Otolith
WDFW,2004,Pacific Ocean Perch,Commercial,,,,,"Coastal, WA ",4,0,4,0,0,No age structure taken
WDFW,2004,Pacific Ocean Perch,Commercial,,,,,"Coastal, WA and Non-WA",5,0,5,0,0,No age structure taken
WDFW,2004,Pacific Sardine,Commercial,,,,,No Area Data,1826,1825,950,948,1826,Otolith
WDFW,2004,Pacific Whiting (Hake),Commercial,,,,,No Area Data,1417,0,1417,0,0,No age structure taken
WDFW,2004,Pacific Whiting (Hake),Commercial,,,,,No Area Data,260,255,260,0,260,Otolith
WDFW,2004,Petrale Sole,Commercial,12,3B,,,"Coastal, WA ",150,0,150,149,150,Otolith
WDFW,2004,Petrale Sole,Commercial,13,3C,,,"Coastal, WA ",559,0,559,555,559,Otolith
WDFW,2004,Petrale Sole,Commercial,15,3B,,,"Coastal, WA ",150,0,150,150,150,Otolith
WDFW,2004,Petrale Sole,Commercial,16,3A,,,"Coastal, WA ",200,0,200,200,200,Otolith
WDFW,2004,Petrale Sole,Commercial,17,3A,,,"Coastal, WA ",50,0,50,50,50,Otolith
WDFW,2004,Quillback Rockfish,Commercial,13,3C,,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2004,Redbanded Rockfish,Commercial,12,3B,,,"Coastal, WA ",46,0,46,0,0,No age structure taken
WDFW,2004,Redbanded Rockfish,Commercial,13,3C,,,"Coastal, WA ",151,0,116,0,0,No age structure taken
WDFW,2004,Redbanded Rockfish,Commercial,14,3B,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2004,Redbanded Rockfish,Commercial,15,3B,,,"Coastal, WA ",17,0,17,0,0,No age structure taken
WDFW,2004,Redbanded Rockfish,Commercial,,,,,"Coastal, WA ",110,0,110,0,0,No age structure taken
WDFW,2004,Redbanded Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",19,0,19,0,0,No age structure taken
WDFW,2004,Redstripe Rockfish,Commercial,13,3C,,,"Coastal, WA ",3,0,3,0,0,No age structure taken
WDFW,2004,Rosethorn Rockfish,Commercial,12,3B,,,"Coastal, WA ",5,0,5,0,0,No age structure taken
WDFW,2004,Rosethorn Rockfish,Commercial,13,3C,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2004,Rosethorn Rockfish,Commercial,16,3A,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2004,Rougheye Rockfish,Commercial,12,3B,,,"Coastal, WA ",115,0,115,0,0,No age structure taken
WDFW,2004,Rougheye Rockfish,Commercial,13,3C,,,"Coastal, WA ",487,0,441,0,0,No age structure taken
WDFW,2004,Rougheye Rockfish,Commercial,13,3C,,,"Coastal, WA ",115,0,115,0,115,Otolith
WDFW,2004,Rougheye Rockfish,Commercial,14,3B,,,"Coastal, WA ",7,0,7,0,0,No age structure taken
WDFW,2004,Rougheye Rockfish,Commercial,14,3B,,,"Coastal, WA ",25,0,25,0,25,Otolith
WDFW,2004,Rougheye Rockfish,Commercial,15,3B,,,"Coastal, WA ",45,0,45,0,0,No age structure taken
WDFW,2004,Rougheye Rockfish,Commercial,15,3B,,,"Coastal, WA ",5,0,5,0,5,Otolith
WDFW,2004,Rougheye Rockfish,Commercial,16,3A,,,"Coastal, WA ",37,0,37,0,0,No age structure taken
WDFW,2004,Rougheye Rockfish,Commercial,16,3A,,,"Coastal, WA ",51,0,51,0,51,Otolith
WDFW,2004,Rougheye Rockfish,Commercial,,3B,,,"Coastal, WA ",8,0,8,0,8,Otolith
WDFW,2004,Rougheye Rockfish,Commercial,,,,,"Coastal, WA ",53,0,53,0,0,No age structure taken
WDFW,2004,Rougheye Rockfish,Commercial,,,,,"Coastal, WA ",25,0,25,0,25,Otolith
WDFW,2004,Rougheye Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",50,0,50,0,0,No age structure taken
WDFW,2004,Rougheye Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",90,0,90,0,90,Otolith
WDFW,2004,Rougheye Rockfish,Commercial,,,,,No Area Data,2,0,2,0,0,No age structure taken
WDFW,2004,Sablefish,Commercial,14,3B,,,"Coastal, WA ",32,0,0,0,0,No age structure taken
WDFW,2004,Sablefish,Commercial,15,3B,,,"Coastal, WA ",33,0,0,0,0,No age structure taken
WDFW,2004,Sablefish,Commercial,,,,,"Coastal, WA ",1557,0,0,0,0,No age structure taken
WDFW,2004,Sablefish,Commercial,,,,,"Coastal, WA ",129,0,129,92,131,Otolith
WDFW,2004,Sablefish,Commercial,,,,,"Coastal, WA and Non-WA",1208,0,0,0,0,No age structure taken
WDFW,2004,Sharpchin Rockfish,Commercial,13,3C,,,"Coastal, WA ",6,0,6,0,0,No age structure taken
WDFW,2004,Shortraker Rockfish,Commercial,12,3B,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2004,Shortraker Rockfish,Commercial,13,3C,,,"Coastal, WA ",8,0,4,0,0,No age structure taken
WDFW,2004,Shortraker Rockfish,Commercial,14,3B,,,"Coastal, WA ",5,0,5,0,0,No age structure taken
WDFW,2004,Shortraker Rockfish,Commercial,15,3B,,,"Coastal, WA ",12,0,12,0,0,No age structure taken
WDFW,2004,Shortraker Rockfish,Commercial,15,3B,,,"Coastal, WA ",4,0,4,0,4,Otolith
WDFW,2004,Shortraker Rockfish,Commercial,16,3A,,,"Coastal, WA ",3,0,3,0,0,No age structure taken
WDFW,2004,Shortraker Rockfish,Commercial,16,3A,,,"Coastal, WA ",16,0,16,0,16,Otolith
WDFW,2004,Shortraker Rockfish,Commercial,,,,,"Coastal, WA ",3,0,3,0,0,No age structure taken
WDFW,2004,Shortraker Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",1,0,1,0,0,No age structure taken
WDFW,2004,Shortspine Thornyhead,Commercial,12,3B,,,"Coastal, WA ",4,0,4,0,0,No age structure taken
WDFW,2004,Shortspine Thornyhead,Commercial,13,3C,,,"Coastal, WA ",56,0,2,0,0,No age structure taken
WDFW,2004,Shortspine Thornyhead,Commercial,14,3B,,,"Coastal, WA ",119,0,119,0,0,No age structure taken
WDFW,2004,Shortspine Thornyhead,Commercial,15,3B,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2004,Shortspine Thornyhead,Commercial,16,3A,,,"Coastal, WA ",73,0,73,0,0,No age structure taken
WDFW,2004,Shortspine Thornyhead,Commercial,,,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2004,Silvergrey Rockfish,Commercial,13,3C,,,"Coastal, WA ",9,0,9,0,0,No age structure taken
WDFW,2004,Spiny Dogfish,Commercial,13,3C,,,"Coastal, WA ",1313,0,0,0,0,No age structure taken
WDFW,2004,Spiny Dogfish,Commercial,13,3C,,,"Coastal, WA ",252,0,252,250,252,Second dorsal spine
WDFW,2004,Spiny Dogfish,Commercial,,3B,,,"Coastal, WA ",50,0,49,50,50,Second dorsal spine
WDFW,2004,Splitnose Rockfish,Commercial,12,3B,,,"Coastal, WA ",13,0,13,0,0,No age structure taken
WDFW,2004,Splitnose Rockfish,Commercial,13,3C,,,"Coastal, WA ",8,0,8,0,0,No age structure taken
WDFW,2004,Splitnose Rockfish,Commercial,15,3B,,,"Coastal, WA ",20,0,20,0,0,No age structure taken
WDFW,2004,Splitnose Rockfish,Commercial,16,3A,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2004,Splitnose Rockfish,Commercial,,,,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2004,Walleye Pollock,Commercial,12,3B,,,"Coastal, WA ",91,50,91,91,91,Otolith
WDFW,2004,Walleye Pollock,Commercial,13,3C,,,"Coastal, WA ",350,200,350,349,350,Otolith
WDFW,2004,Widow Rockfish,Commercial,12,3B,,,"Coastal, WA ",193,0,193,193,193,Otolith
WDFW,2004,Widow Rockfish,Commercial,13,3C,,,"Coastal, WA ",330,0,330,328,330,Otolith
WDFW,2004,Widow Rockfish,Commercial,14,3B,,,"Coastal, WA ",50,0,50,50,50,Otolith
WDFW,2004,Widow Rockfish,Commercial,15,3B,,,"Coastal, WA ",47,0,47,47,47,Otolith
WDFW,2004,Widow Rockfish,Commercial,16,3A,,,"Coastal, WA ",2,0,2,2,2,Otolith
WDFW,2004,Yelloweye Rockfish,Commercial,12,3B,,,"Coastal, WA ",8,3,8,8,8,Otolith
WDFW,2004,Yelloweye Rockfish,Commercial,13,3C,,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2004,Yelloweye Rockfish,Commercial,13,3C,,,"Coastal, WA ",35,2,35,35,35,Otolith
WDFW,2004,Yelloweye Rockfish,Commercial,15,3B,,,"Coastal, WA ",7,7,7,7,7,Otolith
WDFW,2004,Yelloweye Rockfish,Commercial,17,3A,,,"Coastal, WA ",4,4,4,4,4,Otolith
WDFW,2004,Yelloweye Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",1,1,1,1,1,Otolith
WDFW,2004,Yelloweye Rockfish,Commercial,34,2B,,,"U.S. Coastal, Non-WA",3,3,3,3,3,Otolith
WDFW,2004,Yellowmouth Rockfish,Commercial,13,3C,,,"Coastal, WA ",4,0,4,0,0,No age structure taken
WDFW,2004,Yellowtail Rockfish,Commercial,12,3B,,,"Coastal, WA ",18,0,18,0,0,No age structure taken
WDFW,2004,Yellowtail Rockfish,Commercial,12,3B,,,"Coastal, WA ",209,0,209,209,209,Otolith
